Sweep Results		Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 001	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 002	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 003	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 004	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 005	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 006	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 007	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 008	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 009	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 010	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 011	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 012	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 013	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 014	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015	Sweep 015
Parameter	Valid QC	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in	Compound Name	Seal Resistance	OA Function Peak ac	OA Function Peak in	OA Function Peak tl	OA Function Leak prep	OA Function Leak stead	OA Function Cap	OA Function CurDens ac	OA Function CurDens in
Time of Sweep 		2.804000	2.804000	2.804000	2.804000	2.804000	2.804000	2.804000	2.804000	2.804000	2.804000	12.255000	12.255000	12.255000	12.255000	12.255000	12.255000	12.255000	12.255000	12.255000	12.255000	21.697001	21.697001	21.697001	21.697001	21.697001	21.697001	21.697001	21.697001	21.697001	21.697001	31.179001	31.179001	31.179001	31.179001	31.179001	31.179001	31.179001	31.179001	31.179001	31.179001	40.624001	40.624001	40.624001	40.624001	40.624001	40.624001	40.624001	40.624001	40.624001	40.624001	50.105003	50.105003	50.105003	50.105003	50.105003	50.105003	50.105003	50.105003	50.105003	50.105003	59.601002	59.601002	59.601002	59.601002	59.601002	59.601002	59.601002	59.601002	59.601002	59.601002	69.057007	69.057007	69.057007	69.057007	69.057007	69.057007	69.057007	69.057007	69.057007	69.057007	78.582001	78.582001	78.582001	78.582001	78.582001	78.582001	78.582001	78.582001	78.582001	78.582001	88.071007	88.071007	88.071007	88.071007	88.071007	88.071007	88.071007	88.071007	88.071007	88.071007	97.544006	97.544006	97.544006	97.544006	97.544006	97.544006	97.544006	97.544006	97.544006	97.544006	107.031006	107.031006	107.031006	107.031006	107.031006	107.031006	107.031006	107.031006	107.031006	107.031006	116.536003	116.536003	116.536003	116.536003	116.536003	116.536003	116.536003	116.536003	116.536003	116.536003	126.006004	126.006004	126.006004	126.006004	126.006004	126.006004	126.006004	126.006004	126.006004	126.006004	135.445999	135.445999	135.445999	135.445999	135.445999	135.445999	135.445999	135.445999	135.445999	135.445999
Result Well A01	T	DMSO	3.346786E+9	-2.333852E-11	-4.350967E-10	-1.150256E-10	-2.842298E-12	8.301845E-13	1.310771E-11	-1.780519E+0	-3.319395E+1	DMSO	3.336838E+9	-2.500556E-11	-4.367637E-10	-1.033563E-10	-3.134030E-12	-5.767949E-13	1.268249E-11	-1.971660E+0	-3.443834E+1	DMSO	3.288660E+9	-2.167148E-11	-4.134252E-10	-9.502112E-11	-5.417871E-13	-1.203601E-12	1.279056E-11	-1.694335E+0	-3.232269E+1	DMSO	3.610500E+9	-2.667259E-11	-3.967549E-10	-1.166926E-10	1.047455E-12	-3.957546E-12	1.265223E-11	-2.108133E+0	-3.135848E+1	DMSO	3.643140E+9	-2.167148E-11	-3.617471E-10	-1.116915E-10	-1.203045E-12	-1.450322E-12	1.278349E-11	-1.695271E+0	-2.829799E+1	DMSO	3.810062E+9	-2.833963E-11	-2.917315E-10	-7.501667E-11	1.172483E-12	-7.341632E-12	1.300120E-11	-2.179771E+0	-2.243881E+1	DMSO	3.241185E+9	-3.834185E-11	-1.667037E-10	-8.835297E-11	3.845299E-12	-6.741498E-12	1.272889E-11	-3.012192E+0	-1.309649E+1	DMSO	3.075637E+9	-1.000222E-10	-5.334519E-11	-4.501000E-11	2.067126E-12	-6.821516E-12	1.293046E-11	-7.735394E+0	-4.125544E+0	DMSO	3.570310E+9	-2.650589E-10	-4.000889E-11	-6.668149E-11	-1.680929E-12	-1.946433E-11	1.260148E-11	-2.103394E+1	-3.174935E+0	DMSO	2.969861E+9	-3.817515E-10	-4.334297E-11	-3.834185E-11	7.585019E-13	-2.343187E-11	1.286037E-11	-2.968433E+1	-3.370273E+0	DMSO	2.960351E+9	-3.950878E-10	-3.167371E-11	-8.001778E-11	-6.001334E-13	-1.260947E-11	1.256032E-11	-3.145524E+1	-2.521728E+0	DMSO	3.096849E+9	-3.500778E-10	-3.167371E-11	-4.501000E-11	-4.028673E-13	-8.821961E-12	1.246267E-11	-2.809012E+1	-2.541487E+0	DMSO	3.049972E+9	-2.833963E-10	-3.000667E-11	-5.501223E-11	-1.386419E-12	-1.016226E-11	1.232113E-11	-2.300084E+1	-2.435383E+0	DMSO	3.041708E+9	-2.200489E-10	-4.167593E-11	-9.502112E-11	-2.778395E-15	-1.473994E-11	1.236347E-11	-1.779831E+1	-3.370893E+0	DMSO	2.845132E+9	-1.283619E-10	-3.334074E-11	-6.501445E-11	-3.531340E-12	1.740053E-11	1.263519E-11	-1.015908E+1	-2.638721E+0
Result Well B01	T	DMSO	2.081657E+9	-3.167371E-11	-3.534119E-10	-1.033563E-10	7.723939E-13	5.697933E-12	1.261086E-11	-2.511622E+0	-2.802442E+1	DMSO	2.132787E+9	-2.000445E-11	-3.467437E-10	-9.668816E-11	-5.445655E-13	1.480329E-12	1.257491E-11	-1.590823E+0	-2.757426E+1	DMSO	2.154717E+9	-2.667259E-11	-3.400756E-10	-1.050233E-10	-4.862192E-13	-2.173816E-12	1.255999E-11	-2.123616E+0	-2.707610E+1	DMSO	2.252294E+9	-2.667259E-11	-3.184041E-10	-1.000222E-10	-1.389198E-13	-2.917315E-12	1.246672E-11	-2.139503E+0	-2.554032E+1	DMSO	2.131341E+9	-2.500556E-11	-2.883974E-10	-9.002001E-11	-1.250278E-13	-3.754168E-12	1.267846E-11	-1.972286E+0	-2.274703E+1	DMSO	1.904800E+9	-2.333852E-11	-2.317182E-10	-8.835297E-11	4.506557E-12	-3.774172E-12	1.268909E-11	-1.839258E+0	-1.826121E+1	DMSO	2.164212E+9	-3.167371E-11	-1.300289E-10	-7.334963E-11	-3.150700E-12	-7.141587E-12	1.260268E-11	-2.513252E+0	-1.031756E+1	DMSO	2.070686E+9	-8.335186E-11	-4.000889E-11	-6.501445E-11	2.361636E-12	-8.978662E-12	1.244231E-11	-6.699064E+0	-3.215551E+0	DMSO	2.008499E+9	-2.217159E-10	-3.334074E-11	-5.334519E-11	1.319738E-12	-1.682707E-11	1.238003E-11	-1.790916E+1	-2.693107E+0	DMSO	1.937678E+9	-3.250722E-10	-2.333852E-11	-6.334741E-11	1.458658E-12	-7.381640E-12	1.239540E-11	-2.622523E+1	-1.882837E+0	DMSO	1.952119E+9	-3.217382E-10	-2.167148E-11	-6.834852E-11	1.539231E-12	-2.520560E-12	1.268633E-11	-2.536102E+1	-1.708255E+0	DMSO	2.195963E+9	-2.883974E-10	-2.833963E-11	-7.334963E-11	-2.933986E-12	-8.181818E-12	1.228156E-11	-2.348215E+1	-2.307494E+0	DMSO	2.183151E+9	-2.317182E-10	-3.334074E-11	-8.668594E-11	-1.455879E-12	-2.023783E-12	1.232680E-11	-1.879792E+1	-2.704737E+0	DMSO	2.130185E+9	-1.650367E-10	-2.833963E-11	-8.168482E-11	-3.170149E-12	1.147255E-11	1.248872E-11	-1.321485E+1	-2.269217E+0	DMSO	2.035290E+9	-1.116915E-10	-3.500778E-11	-9.668816E-11	-2.122694E-12	2.983663E-11	1.241624E-11	-8.995596E+0	-2.819515E+0
Result Well C01	T	DMSO	2.873744E+9	-2.333852E-11	-1.512003E-9	-1.950433E-10	-2.847855E-12	2.800622E-13	9.604855E-12	-2.429867E+0	-1.574207E+2	DMSO	2.678798E+9	-2.167148E-11	-1.481996E-9	-1.950433E-10	-1.850411E-12	1.567015E-12	9.561153E-12	-2.266618E+0	-1.550018E+2	DMSO	2.531246E+9	-2.500556E-11	-1.438653E-9	-1.950433E-10	-1.180818E-12	-1.607024E-12	9.597365E-12	-2.605460E+0	-1.499008E+2	DMSO	2.596911E+9	-2.500556E-11	-1.368638E-9	-1.650367E-10	-1.750389E-13	-2.933986E-13	9.155947E-12	-2.731073E+0	-1.494807E+2	DMSO	2.548008E+9	-3.334074E-11	-1.260280E-9	-1.667037E-10	4.581574E-12	2.507224E-12	9.252126E-12	-3.603576E+0	-1.362152E+2	DMSO	2.563031E+9	-3.167371E-11	-1.078573E-9	-1.600356E-10	-2.789509E-12	-8.421872E-12	9.581283E-12	-3.305790E+0	-1.125708E+2	DMSO	2.864839E+9	-4.667704E-11	-6.668149E-10	-1.216937E-10	1.036341E-12	-1.154257E-11	9.306863E-12	-5.015335E+0	-7.164765E+1	DMSO	2.660658E+9	-4.984441E-10	-1.733719E-10	-8.835297E-11	9.002001E-13	-2.358524E-11	9.083751E-12	-5.487206E+1	-1.908593E+1	DMSO	2.596053E+9	-1.510336E-9	-3.500778E-11	-1.000222E-10	-1.019671E-12	-2.247166E-11	9.024872E-12	-1.673526E+2	-3.879034E+0	DMSO	2.634787E+9	-1.535341E-9	-3.667482E-11	-9.835519E-11	-1.503112E-12	-2.273839E-11	8.984254E-12	-1.708924E+2	-4.082121E+0	DMSO	2.612886E+9	-1.343632E-9	-2.667259E-11	-7.668371E-11	-3.217382E-12	-1.039898E-11	9.384622E-12	-1.431738E+2	-2.842160E+0	DMSO	2.410877E+9	-1.108580E-9	-2.833963E-11	-8.835297E-11	2.222716E-13	-4.130918E-12	9.183674E-12	-1.207120E+2	-3.085871E+0	DMSO	2.643651E+9	-8.735275E-10	-3.167371E-11	-8.501889E-11	1.805957E-12	8.805291E-12	9.029015E-12	-9.674671E+1	-3.507991E+0	DMSO	2.652127E+9	-6.401423E-10	-5.334519E-11	-1.300289E-10	-1.141920E-12	4.791065E-12	9.050669E-12	-7.072872E+1	-5.894060E+0	DMSO	2.897586E+9	-4.300956E-10	-3.834185E-11	-9.502112E-11	-1.900422E-12	4.360302E-11	9.117509E-12	-4.717249E+1	-4.205299E+0
Result Well D01	T	DMSO	1.846611E+9	-3.500778E-11	-2.255501E-9	-3.117359E-10	2.214381E-12	1.360302E-12	2.502559E-11	-1.398880E+0	-9.012782E+1	DMSO	1.800287E+9	-2.667259E-11	-2.212158E-9	-2.867304E-10	-6.418093E-13	3.587464E-12	2.504394E-11	-1.065032E+0	-8.833108E+1	DMSO	1.857085E+9	-2.333852E-11	-2.148811E-9	-2.783952E-10	1.347522E-12	-5.804623E-12	2.513467E-11	-9.285392E-1	-8.549193E+1	DMSO	1.696331E+9	-2.667259E-11	-2.035452E-9	-2.000445E-10	6.362525E-12	1.243610E-12	2.539071E-11	-1.050486E+0	-8.016523E+1	DMSO	1.963091E+9	-2.667259E-11	-1.888753E-9	-1.900422E-10	1.083574E-13	-5.734608E-13	2.499427E-11	-1.067148E+0	-7.556744E+1	DMSO	1.838618E+9	-3.834185E-11	-1.552012E-9	-2.300511E-10	4.459324E-12	-9.302068E-12	2.506047E-11	-1.529974E+0	-6.193067E+1	DMSO	1.691584E+9	-9.502112E-11	-8.735275E-10	-1.700378E-10	4.162036E-12	-2.233163E-11	2.533254E-11	-3.750951E+0	-3.448243E+1	DMSO	1.781109E+9	-7.851745E-10	-1.817071E-10	-1.517004E-10	-3.420205E-12	-4.296288E-11	2.502738E-11	-3.137262E+1	-7.260331E+0	DMSO	1.832401E+9	-2.192154E-9	-6.334741E-11	-1.533674E-10	5.529007E-13	-5.294843E-11	2.493927E-11	-8.789969E+1	-2.540067E+0	DMSO	1.752119E+9	-2.253834E-9	-3.667482E-11	-1.216937E-10	-8.279618E-13	-3.139698E-11	2.505810E-11	-8.994434E+1	-1.463591E+0	DMSO	1.735097E+9	-2.017115E-9	-4.000889E-11	-1.250278E-10	2.450545E-12	-2.186819E-11	2.515561E-11	-8.018549E+1	-1.590456E+0	DMSO	1.748610E+9	-1.653701E-9	-4.501000E-11	-6.501445E-11	-4.414870E-12	-1.094910E-11	2.490676E-11	-6.639568E+1	-1.807140E+0	DMSO	1.781917E+9	-1.310291E-9	-5.501223E-11	-1.066904E-10	1.305846E-13	-1.130251E-12	2.474357E-11	-5.295481E+1	-2.223294E+0	DMSO	1.715027E+9	-9.368749E-10	-4.834408E-11	-1.066904E-10	2.072683E-12	1.713714E-11	2.480619E-11	-3.776778E+1	-1.948871E+0	DMSO	1.633563E+9	-6.301401E-10	-5.667927E-11	-1.400311E-10	6.212492E-12	4.944432E-11	2.497770E-11	-2.522810E+1	-2.269194E+0
Result Well E01	T	DMSO	1.380457E+9	-3.667482E-11	-7.051567E-10	-2.833963E-10	-2.831185E-12	4.277617E-12	7.140365E-12	-5.136267E+0	-9.875640E+1	DMSO	1.438713E+9	-6.668149E-11	-6.868193E-10	-3.517449E-10	-8.601912E-12	-1.098911E-11	7.749671E-12	-8.604428E+0	-8.862561E+1	DMSO	1.659408E+9	-3.000667E-11	-6.434763E-10	-2.017115E-10	-8.390754E-13	-4.260947E-12	7.406728E-12	-4.051272E+0	-8.687727E+1	DMSO	1.498523E+9	-2.667259E-11	-6.184708E-10	-1.950433E-10	-1.033563E-12	-3.167371E-12	7.492622E-12	-3.559848E+0	-8.254397E+1	DMSO	1.760953E+9	-3.167371E-11	-5.667926E-10	-1.517004E-10	-3.400756E-12	-7.058236E-12	7.211456E-12	-4.392138E+0	-7.859615E+1	DMSO	1.152328E+9	-4.667704E-11	-4.067571E-10	-1.883752E-10	-6.945988E-14	-1.453323E-11	8.011196E-12	-5.826476E+0	-5.077358E+1	DMSO	2.443253E+9	-7.501667E-11	-1.517004E-10	-1.650367E-10	8.743610E-12	-5.734608E-13	8.684162E-12	-8.638332E+0	-1.746863E+1	DMSO	1.507401E+9	-2.950656E-10	-2.333852E-11	-2.100467E-10	5.298400E-12	-2.180151E-11	7.659738E-12	-3.852163E+1	-3.046908E+0	DMSO	1.702466E+9	-5.284508E-10	1.500334E-11	-2.017115E-10	1.069682E-11	-4.200934E-12	7.371550E-12	-7.168788E+1	2.035303E+0	DMSO	1.019702E+9	-6.268060E-10	-2.833963E-11	-3.067348E-10	-2.545010E-12	-3.123361E-11	8.215321E-12	-7.629720E+1	-3.449608E+0	DMSO	1.193754E+9	-5.634586E-10	-2.333852E-11	-2.283841E-10	-1.128028E-12	-1.667037E-13	7.902639E-12	-7.130006E+1	-2.953257E+0	DMSO	1.072124E+9	-4.584352E-10	-4.667704E-11	-3.234052E-10	3.195155E-13	3.970883E-11	7.821633E-12	-5.861119E+1	-5.967685E+0	DMSO	8.186271E+8	-3.534119E-10	-1.183596E-10	-4.117582E-10	-1.222216E-11	9.444432E-11	6.765152E-12	-5.224005E+1	-1.749549E+1	DMSO	1.421279E+9	-1.833741E-10	-8.168482E-11	-3.684152E-10	-1.108580E-12	3.007335E-10	7.542154E-12	-2.431322E+1	-1.083044E+1	DMSO	1.122848E+9	-3.000667E-11	-1.466993E-10	-5.267837E-10	-1.517560E-11	4.758557E-10	6.633594E-12	-4.523441E+0	-2.211460E+1
Result Well F01	T	DMSO	9.145029E+8	-3.500778E-11	-5.051123E-10	-3.100689E-10	3.250722E-12	1.693376E-11	6.978570E-12	-5.016469E+0	-7.238049E+1	DMSO	8.626802E+8	-4.000889E-11	-4.984441E-10	-3.784174E-10	-1.173038E-11	-1.153590E-12	6.599377E-12	-6.062525E+0	-7.552896E+1	DMSO	1.147861E+9	-4.501000E-11	-4.417648E-10	-3.117359E-10	3.178484E-12	-1.813736E-12	6.967459E-12	-6.460031E+0	-6.340401E+1	DMSO	8.568913E+8	-4.167593E-11	-4.150923E-10	-3.300734E-10	2.500556E-13	-1.055901E-11	6.793900E-12	-6.134316E+0	-6.109779E+1	DMSO	6.982774E+8	-4.834408E-11	-3.567460E-10	-3.350745E-10	9.918871E-13	-1.990109E-11	7.042322E-12	-6.864793E+0	-5.065744E+1	DMSO	7.530447E+8	-6.168038E-11	-2.417204E-10	-3.300734E-10	2.161591E-12	-2.457213E-11	6.880831E-12	-8.964087E+0	-3.512953E+1	DMSO	8.963210E+8	-1.000222E-10	-9.168705E-11	-2.483885E-10	-6.018004E-12	-5.164481E-11	6.825344E-12	-1.465453E+1	-1.343332E+1	DMSO	7.218168E+8	-2.350522E-10	-2.833963E-11	-2.517226E-10	-1.992109E-12	-4.824072E-11	6.173591E-12	-3.807383E+1	-4.590462E+0	DMSO	8.091347E+8	-3.917537E-10	-6.668149E-12	-1.983774E-10	-3.109024E-12	-3.952879E-11	7.231522E-12	-5.417307E+1	-9.220948E-1	DMSO	8.522696E+8	-4.417648E-10	-3.334074E-12	-2.417204E-10	4.667704E-13	-1.617693E-11	6.159850E-12	-7.171681E+1	-5.412590E-1	DMSO	7.262427E+8	-4.384308E-10	-3.167371E-11	-3.050678E-10	-2.861747E-13	-1.298622E-11	6.845878E-12	-6.404303E+1	-4.626683E+0	DMSO	1.035180E+9	-3.150700E-10	-2.000445E-11	-2.633919E-10	2.428318E-12	7.732719E-11	6.667759E-12	-4.725276E+1	-3.000175E+0	DMSO	7.476492E+8	-2.433874E-10	-5.667927E-11	-3.417426E-10	-3.739720E-12	1.418715E-10	7.195493E-12	-3.382498E+1	-7.877051E+0	DMSO	7.493548E+8	-1.033563E-10	-9.002001E-11	-3.734163E-10	-1.421705E-11	3.150434E-10	6.059570E-12	-1.705671E+1	-1.485584E+1	DMSO	9.065901E+8	3.167371E-11	-1.166926E-10	-4.350967E-10	-1.305846E-11	6.007568E-10	6.394986E-12	4.952897E+0	-1.824751E+1
Result Well G01	T	DMSO	1.158351E+9	-2.167148E-11	-1.517004E-9	-3.350745E-10	1.116915E-12	6.538120E-12	1.424867E-11	-1.520948E+0	-1.064664E+2	DMSO	1.137805E+9	-2.167148E-11	-1.493665E-9	-3.384086E-10	7.279396E-13	6.194710E-12	1.360684E-11	-1.592690E+0	-1.097731E+2	DMSO	1.197722E+9	-2.833963E-11	-1.436986E-9	-3.100689E-10	-4.425984E-12	-5.091132E-12	1.356197E-11	-2.089640E+0	-1.059570E+2	DMSO	1.211572E+9	-2.667259E-11	-1.371972E-9	-2.833963E-10	6.890420E-13	-8.621917E-12	1.372898E-11	-1.942794E+0	-9.993249E+1	DMSO	1.235881E+9	-2.500556E-11	-1.250278E-9	-2.617248E-10	8.974217E-13	-4.424317E-12	1.347432E-11	-1.855794E+0	-9.278969E+1	DMSO	1.423706E+9	-3.167371E-11	-1.050233E-9	-2.250500E-10	2.111580E-12	-5.254501E-12	1.343459E-11	-2.357623E+0	-7.817381E+1	DMSO	1.289417E+9	-5.501223E-11	-6.701489E-10	-2.483885E-10	7.890642E-13	-2.150478E-11	1.367516E-11	-4.022786E+0	-4.900485E+1	DMSO	1.467703E+9	-3.034008E-10	-1.967104E-10	-1.567015E-10	-1.872638E-12	-2.993332E-11	1.352953E-11	-2.242508E+1	-1.453933E+1	DMSO	1.315104E+9	-1.115248E-9	-2.500556E-11	-1.416982E-10	4.498222E-12	-2.226828E-11	1.357866E-11	-8.213238E+1	-1.841533E+0	DMSO	1.348629E+9	-1.438653E-9	-1.000222E-11	-1.583685E-10	-3.625806E-12	-1.532341E-11	1.350119E-11	-1.065575E+2	-7.408403E-1	DMSO	1.141614E+9	-1.370305E-9	-2.500556E-11	-2.017115E-10	2.736719E-12	-8.931985E-12	1.396536E-11	-9.812170E+1	-1.790542E+0	DMSO	1.075000E+9	-1.160258E-9	-4.667704E-11	-2.267171E-10	-8.635252E-12	4.210936E-12	1.356195E-11	-8.555246E+1	-3.441766E+0	DMSO	1.030726E+9	-9.168705E-10	-5.334519E-11	-2.467215E-10	-4.106468E-12	5.323850E-11	1.338972E-11	-6.847570E+1	-3.984040E+0	DMSO	1.437216E+9	-6.151367E-10	-3.167371E-11	-1.967104E-10	-6.106913E-12	1.525006E-10	1.355035E-11	-4.539636E+1	-2.337482E+0	DMSO	1.129421E+9	-3.967549E-10	-7.001556E-11	-2.883974E-10	-1.808735E-12	2.322350E-10	1.361121E-11	-2.914913E+1	-5.143964E+0
Result Well H01	T	DMSO	6.091542E+8	-1.000222E-11	-8.351856E-10	-3.417426E-10	1.169704E-12	2.185486E-11	8.593214E-12	-1.163968E+0	-9.719130E+1	DMSO	6.461051E+8	-2.167148E-11	-8.368526E-10	-3.784174E-10	-3.723050E-12	4.811069E-12	8.254026E-12	-2.625565E+0	-1.013872E+2	DMSO	8.006653E+8	-2.833963E-11	-7.718382E-10	-3.534119E-10	9.585464E-13	-1.333630E-14	8.399913E-12	-3.373801E+0	-9.188645E+1	DMSO	6.687021E+8	-4.000889E-11	-7.701711E-10	-3.500778E-10	-5.392865E-12	-8.138475E-12	8.490074E-12	-4.712431E+0	-9.071430E+1	DMSO	7.199829E+8	-4.000889E-11	-7.001556E-10	-2.667259E-10	-3.389642E-12	-8.875306E-12	8.016639E-12	-4.990731E+0	-8.733779E+1	DMSO	6.931534E+8	-4.334297E-11	-6.201378E-10	-2.400534E-10	4.339854E-12	-1.136919E-11	8.160209E-12	-5.311502E+0	-7.599533E+1	DMSO	7.026335E+8	-6.668149E-11	-4.484330E-10	-2.650589E-10	4.581574E-12	-3.156035E-11	8.447594E-12	-7.893548E+0	-5.308411E+1	DMSO	7.588454E+8	-2.783952E-10	-1.333630E-10	-2.467215E-10	3.575795E-12	-3.536453E-11	8.319053E-12	-3.346477E+1	-1.603103E+1	DMSO	7.376564E+8	-6.051345E-10	-3.667482E-11	-2.500556E-10	2.194932E-12	-4.716048E-11	7.792478E-12	-7.765623E+1	-4.706439E+0	DMSO	7.268421E+8	-7.651700E-10	-2.000445E-11	-2.117137E-10	4.364859E-12	-2.592910E-11	7.459616E-12	-1.025750E+2	-2.681699E+0	DMSO	7.576045E+8	-7.751723E-10	-3.167371E-11	-2.283841E-10	1.253056E-12	-1.594021E-11	8.138492E-12	-9.524766E+1	-3.891840E+0	DMSO	7.630113E+8	-6.851523E-10	-4.167593E-11	-2.917315E-10	-3.667482E-13	2.422205E-11	7.739269E-12	-8.852932E+1	-5.384995E+0	DMSO	8.426490E+8	-5.334519E-10	-1.500334E-11	-2.233830E-10	3.200711E-12	1.036597E-10	7.668696E-12	-6.956227E+1	-1.956439E+0	DMSO	7.681924E+8	-3.767504E-10	-4.501000E-11	-2.667259E-10	1.628140E-12	1.761191E-10	7.764917E-12	-4.851957E+1	-5.796585E+0	DMSO	7.611636E+8	-2.100467E-10	-6.334741E-11	-2.833963E-10	-4.145366E-12	2.904179E-10	7.748276E-12	-2.710883E+1	-8.175678E+0
